"meaningid","itemname","meaningno","sentenceno","meaning","meaningEn","sentence","sentenceCh","sentenceEn","wordclass"
"789","hei","1","0","果實","fruit","Neepah na Umin ga, niqan daha qhuni gitu, malu heyi na.","Umin 的耕地有兩棵山枇杷樹；它結的果實不錯。","There are two Indian almond trees on Umin's field; their fruits are good.","名詞"
"794","curi","1","0","準星","the front sight (of a gun)","Uka curi halung ta cbeyo, asi naq qtai knkela cmebu knkingal seediq, ini so halung saya.","不像現在的槍枝，我們以前的獵槍沒有準星，完全看(靠)個人的槍法。","Unlike the modern hunting gun, the former hunting gun had no front sight; personal skills of shooting matter predominantly.","名詞"
"800","kulo","1","0","前(一節)手臂","forearm","Bbaro kulo baga na runge, ini so ita seediq ge puto hari.","猴子的前手臂是長的，不像人類的比較短。","The monkey's forearms are long, unlike humans'.","名詞"
"802","kulo","0","1","節段(竹子的節，甘蔗的一節，人的小腿長)",,"Sepac kulo qoran qtehur duma gbulan daha qsiya seediq cbeyo.","以前的人汲水用的竹筒，有以四個節的粗麻竹製成的。",,"名詞"
"976","htii","0","1","留下(祈使）","to leave","Htii hini sama bnaruy su si bubu su.","你媽媽說將你買的菜留在這裡。","Your mother said that you should leave the vegetables that you bought.",
"807","qbulic","0","1","灰；灰燼","ash","Saangal daha qbulic rngeung gimax daha pure ware ka mqedin alang nami, kika bhege ware pnrayan daha denu.","我們部落的婦女們會用山麻黃的木灰和麻線一起煮，麻線會煮成白色。","The women of our tribe will cook Trema orientalis ashes with linen threads; the linen threads will become white.","名詞"
"808","ptuting","0","1","掉落；遺失","to lose","Bino wada ptuting pila huwa na sai maruy hiryo ka Ukan Pawan si, Bagah?","Bagah，聽說Ukan Pawan遺失了他本來要買肥料的錢，是真的嗎？","Bagah, is it true that Ukan Pawan lost his money for the fertilizer?",
"809","rulu","0","2","車子","car","Laqi na Takun ka ga rulu truma ma, miicuw de keeman.","在車子裡面的是Takun的孩子，到了晚上(他)會害怕。","In the car is Takun's child; he's scared when it becomes dark.","名詞"
"810","keguy","0","2",,,"Bubu mu rmnengo mesa keguy we niqan daha klegan.","我媽媽說苧麻有兩種。","My mom said there are two knids of ramie.","名詞"
"811","asi ka","0","1","必須；一定","must","Asi ka naq smnegul gaya rudan ta ge, kii si maha qrasun na tama bubu ta dhenu mesa qbsuran mu rseno.","我哥哥說，一定要遵守傳統禮俗與規範，那樣才會使我們的父母親高興。","My brother said that we must obey the traditions so that our parents will be happy.",
"814","rseno","0","3","男子；男人；男性","man","Uka rseno sapah na heya.","她家裏沒有男人。","There's no man in her family.","名詞"
"815","nbuyas","0","3","肚子","stomach","Ini knarux nbuyas mu.","我的肚子沒有不舒服。","I don't feel uncomfortable in my stomache.","名詞"
"816","mkkesa","0","1","走路","to walk","Tama rudan na heya, thuwe mkkesa meniq alang.","他祖父在部落時，很緩慢底散步。","His grandpa took a walk very slowly when he's in the tribe.","名詞"
"817","phuling","0","1","狗獵","to hunt with dogs","Meniq alang ka Sapu han we, mkela phuling.","Sapu在部落時會狗獵。","Sapu would go hunting with dogs when he's in the tribe.",
"865","mbruwa","0","1","打雷","to thunder","Qmuyux paru ka keeman de, mbruwa denu.","晚上下大雨的時候，會打雷的。","It'll thunder when it's raining at night.",
"819","msuwak","0","1","打哈欠","to yawn","Ye ado bsiyaq tmara tloong gakac hii ka Tapas mosa pqita mnarux, kika asi lux msuwak di.","Tapas去看病的時候，因為坐在椅子上等很久而打喝欠。","When Tapas went to see the doctor, he's yawning because he'd been waiting too long in the chair.",
"822","kduruk","0","1",,,"Glahang ka kduruk su.","你的額頭很寬。","You has a wide forehead.","名詞"
"853","qdaanun","0","1","丟棄","to throw away","Wada na qdaanun theya riyung ka kingal sbrangan.","他把一隻長矛丟擲的很遠。","He threw a spear very far.","名詞"
"824","smkenux","0","1","聞(味道)；嗅","to smell","Meyah smkenux ceka dheran de keeman ka ngiyo, meyah skadi qolic.","晚上的時候，貓聞嗅客廳，尋找老鼠。","The cat smells around the living room at night, in search of mice.",
"825","bsukan","0","1","酒醉","to be drunk","Bsukan paru ka tama mu rudan ciga di.","昨天我祖父很醉。","My granpa was very drunk yesterday.","動詞"
"826","cmucac","0","1","舊的","to be old","Cmucac ka sapah mu.","我的房子是舊的。","My house is old.","動詞"
"858","trima","0","1","洗澡及洗身體其他部位","to wash; to have a shower","Malu ka trima hei klaali mesa bubu mu.","我媽媽說，每天洗澡是好的。","My mom said it's good to take a bath every day.","動詞"
"828","qrengul","0","1","煙","smoke","Egu riyung qrengun na hmudur cbeyo.","以前燒墾時，火的煙霧很多。","There used to be lots of smoke when people slashed and burned.","名詞"
"829","msekuy","0","1","冷","cold","Ga qmuyux ka nganguc, kika msekuy nami meniq bebe.","外面下著雨水，所以我們在屋簷下會覺得很冷。","It's raining outside, so we're feeling cold under the eaves.","其它"
"830","ubung","1","0","蓋住","to cover","Ubung ta maanu ka sunguc nii di ha? Ini baka suubung hii ka btuku nii.","我們要用什麼蓋這樹豆了呢？這圓箕不足以將它蓋住。","What do we use to cover the cajans? The round dust basket can't work.","名詞"
"1003","lngisun","0","1","哭泣","to cry","Maanu lngisun su nii? Knbeyax naq hari sluhe su, bobo na de maha malu pnyasan snrhayan su denu.","為什麼在這裡哭泣？你自己要努力學習，將來你也會學好的。",,
"950","kenu","1","0","如何地","how","So kenu ka knsliko tnlaman na Takun？","Takun跑得有多快？","How fast can Takun run?","動詞"
"852","klai","0","1","知道；認知；了解(祈使)","to know ; to understand","Ini daha klai gaga tgleing inu seediq kiya.","他們不知道那個人躲藏在哪裡。","They don't know where that guy hide.",
"835","asuw2","0","0","分(東西)","to share","Asu su ima kanna hlama kii Iwan?","Iwan，妳那麼多的糖果要分給誰？","Iwan, who are you going to share all those candies with?","動詞"
"836","bbali 1","1","0","子彈","bullet","Ini so bbali halung saya ka bbali halung ta ita Seediq cbeyo, tmeetu tikuh so parih naqah ma xiluy bnari daha Mukan.","我們賽德克族人，過去用的槍枝的子彈和今天的不一樣；以前的子彈，是由損壞的鋤頭以及向漢人買來的碎鐵條而得的。","We Seediq people didn't use before the bullets that we're using today; we used to make the bullets from broken hoes, or from broken iron bars bought from the Han people.","名詞"
"967","bale","0","1","真的；真正的；真實的","real","Kingal ba kiya bnege na?","他只給你那麼一顆嗎？","Di he give you just one?","其它"
"838","skesik","1","0","台灣蘆竹","Taiwan Giantreed","Ngalan daha smmalu skesi ka sudu nii, kiya kesun daha skesik.","他們會拿這種草(台灣蘆竹)製做掃把，所以他們稱作skesik。",,"動詞"
"839","qqusun","0","1","沉迷；只貪於做某事",,"Ma wano kii ka qqusun su, ini su qlahangi ka laqi su.","你就沉迷在那樣的事，卻不照顧你的孩子。","You're just wallowing in that kind of thing and don't take care of your kids.","動詞"
"984","bnlbilan","0","1","拔；拉","to pull","Bnlbilan kuna Iban ga! Nasi uxe heya,  naka ku ga truma hii nana.","是Iban把我拉上來的，要不是他，我可能還在那個裡面。",,
"844","krmani","0","1","先做某事",,"Krmani mekan ka iyu su han ma, puqi ido. So kiya kari ising.","先把妳的藥吃了再吃飯；醫生是這麼說(交代)的。","Take your medicine first before you have your meal; that's what the doctor said.",
"850","etuk","1","0","壓; 夾","to place in between","Etuk tikuh sekuy ga han Awi. Bkeyo mu.","Awi，把那箭竹夾住，我來綁。","Awi, place that Yushania niitakayamensis in-between and I will tie it up.","動詞"
"851","etuk","2","0","閉著","to shut","Etuk hari quwaq su wa, kari maanu ka kiya di.","你能不能閉嘴，你講的是什麼話。","Can you shut your mouth? What are you talking about?","動詞"
"857","mhuriq","0","1","濕","being wet","Iya plukus lukus mhuriq ka laqi.","小孩子不要穿濕的衣服。","Kids shouldn't wear clothes that are wet.",
"859","dilun","0","1","提著；抬著","to lift; to carry","Gisu na dilun Umin ka qhuni mdengu di.","Umin把那些乾的木柴抱提過來了。","Umin has carried that dry wood over here.",
"860","msepi","0","1","做夢","to dream","Trqeraq ku tikuh ma, msepi ku kingal runge ini beyo mdakil.","他躺一下休息時，夢見一隻猴子很快底爬上樹。","He dreamed of a monkey climbing up a tree very quickly when he's lying to take a break.",
"861","hmeguc","0","1","吸；抽；收成","to harvest","Ga hmeguc maanu ka swai su rseno ga?","你的弟弟在吸什麼？","What is your brother sucking?",
"862","tloong","0","2","坐下",,"Tloong ku gakac ka matis ku.","我坐下來寫字。","I'm sitting down to write.","動詞"
"863","baga","0","3","手","hand","Niqan luqah ka kulo baga na laqi na Temu.","Temu的孩子的手肘上有小傷口。","Temu's kid's elbow is a bit wounded.","名詞"
"898","narac","0","1","右邊","right","Narac kesun daha ka baga ta mbeyax nii.","我們強邊的這隻手他們稱做narac(右手)。","They call our strong hands ""narac"", meaning ""right hands.""","其它"
"866","dheran","0","3","泥土；塵土；土地","dust","Gheti dheran ga na phmaan brkawe dara ka Umin.","Umin有很多種植紅肉李的地。","Umin has many lands for growing red plums.","名詞"
"867","mhuqil","0","2","死亡；枯死",,"Wada mhuqil preko ga di.","蚊子死掉了。","The mosquito is dead.",
"868","bteriq","0","1","大腿","thigh","Ga mangal luqah ka bteriq na qpatun ga di.","那隻青蛙的腿上有受傷。","That frog's legs are wounded.","名詞"
"869","ledax","0","1","天亮","daybreak","Kedu bale ledax hido nii.","陽光那麼強。","The sun is so bright.","動詞"
"871","siru","0","1","掛；戴",,"Siruy isu gidi nii Ape, malu taan wa.","Ape，妳戴上這頭飾，很漂亮喔。","Ape, the head decoration looks good on you head.","動詞"
"872","bkuun","0","1","捻成線","to twist into threads","Maxal bkuul de mnkingal kesun daha smepu.","十綑捻好的麻紗，她們會以mnkingal來計算。","They will use ""mnkingal"" as a unit to count the ten bundles of linen thread.","名詞"
"873","daus","1","0","紡紗","to spin cotton into yarn","Daus isu ka nuqah qnqihan ga Temi.","Temi，那捻好的麻線妳來紡紗。","Temi, spin that twisted linen threads into yarn.","動詞"
"874","cula","1","0","刨切","to plane","Cula yamu ka qtinuh ga, mcula nami eruc ka yami.","那木板由你們刨切，我們來刨切柱子。","You plane that board; we'll plane the pillar.","動詞"
"875","baso 1","3","0","將煮熟之物移離爐灶","to remove the cooked food from the kitchen stove","Baso begu ga di Rabe, ado so ini ktilux de mahun.","Rabe，把那(煮熟的)湯移離爐灶，喝起來才不那麼熱。","Rabe, remove that soup from the kitchen stove so that it won't be too hot to eat.","動詞"
"876","gsgesi","0","1","刷洗(祈使)","to brush","Gsgesi nhari hari wa; maha ta sapah di.","趕快刷吧；我們要回家了。","Brush it quickly; we're going home.",
"877","glgani","0","1","搖動(祈使)",,"Glgani pusu bubu na aring ga Pering; teta mhrehun hei na?","Pering，搖動那顆桃樹的主幹；看看它的果實會不會散落下來？","Pering, shake the trunk of that peach tree; see if the fruits will fall down.","動詞"
"983","qbciqi","0","1","使變小(祈使)","to make small (imperative)","Qbciqi hari tneetu su; nii scuqi paru di.","你剁小一點；你剁的太大了。","Cut it smaller; you've made it too big.",
"879","meniq","1","0","有",,"Meniq kesun ka Pusu Qhuni mesa pnyahan Seediq mesa.","有一個被稱作「Pusu Qhuni」的地方，是賽德克族的發源地。","There is a place named ""Pusu Qhuni"", the origins of the Seediq.",
"881","mntexal","0","1","一次","one time","Mnexal bale mangal ma, kingal bale ngalun.","只能拿一次以及只能拿一個。","One can take only one and only once.",
"882","mhungul","0","1",,"be sharp","Mhungul riyung slmadac nii, ado bgurah nana.","這個開山刀還很鋒利，因為還是新的。","Ths machete is still edgy because it's still new.",
"883","patis","0","1","寫；書；信件","book ; documents","Patis isu Kuras. Ini ku kela matis ka yaku wa.","Kuras，你來寫。我不會寫啦。","Kuras, you write; I can't.","動詞"
"884","dnyangan","1","0","燻過的獵肉","smoked game","Dnyangan su wawa rqenux nii Takun?","Takun，你這鹿肉是燻過的嗎？","Takun, is your deer smoked?",
"1038","sepu","0","1","數；算","to count","Sepu pila ga su dooyun han. ","算一算你手上拿的錢。","Count the money in your hand.","動詞"
"1039","gseesu","0","1","安靜下來","to quiet down","Gseesu hari lnglungan su; iya prmari di.","讓你的心情安靜下來；不要胡思亂想。","Calm down yourself and don't think about it anymore.","動詞"
"1040","smneqic","0","1","砍下來的","cut by","Ima smneqic btakan nii? Hwaun daha?","這些竹子是誰砍的？他們要幹嘛？",,
"1041","qyexun","0","1","將被雨淋","to be rained on","Iya psai hiya, qyuxun na di.","不要放在那裡，會被雨淋到。","Don't put it there; it'll be wetted by the rain.",
"1042","sgrangan","0","1","生鏽","to rust","Ini eniq sgrangan ka yayu xiluy.","鐵製的刀很容易生鏽。","Iron knives become rusty easily.",
"1043","ptpaan","0","1","交疊著（一個壓著一個)；交叉","to pile up","Ga na ptpaan megul snuyuk ka huling ga.","他把那隻狗用繩子交叉綁起來。","He tied up the dog with a rope around it.","動詞"
"1044","ttei","0","1","剁切(祈使)","to chop (imperative)","Ttei tikuh qwarux nii Puhuk. Ini mu kmkeli tmeetu wa.","Puhuk，幫我剁一下這黃藤。我剁不起來。","Puhuk, chop this yellow rotang palm for me. I can't do it.",
"1045","ptahu","0","1","生火","to make fire","Ptahu han! Kii si ini beyo pure kiya hari.","先起火吧！這樣等一下就可以很快煮東西了。","Light a fire first! Then we can cook soon later.","動詞"
"1046","mtswai","0","1","互為兄弟姊妹","to be brothers and sisters","Mtswai kanna ka seediq gaga mheyu siyo ga.","站在旁邊那一群人都是兄、弟、姊、妹。","Those that are standing aside are brothers and sisters.",
"1047","ssiyo","0","1","旁邊","side; surroundings","Daun daha paha ssiyo pusu na ka tayhi. Ini asi psai pusu na bale.","他們將肥料撒在根的周圍，不直接撒在根部。","They manure the surroundings of the roots, not the roots themselves.",
"1048","smneung","0","1","測量","to measure","Ima smneung qsiya ido nii; ma so hari ini khada nana.","煮飯時誰量的水量？怎麼飯好像沒煮熟。","Who measured the amount of water when cooking? The rice doesn't seem to be cooked.",
"1049","smnetur","0","1","整理","to put things in order","Ga smnetur qyqeya ddesun na gako ka Iwan.","Iwan正在整理她要帶到學校的東西。","Iwan is sorting out what she will bring to school.",
"1050","leexan","0","1","亮；清楚","bright; clear","Leexan mu qmita ka patis Tanah Tunux.","我看日文書容易看得懂。","Japanese books are easier for me to understand.","其它"
"1051","mskuxun","0","1","互相喜歡","to like each other","Heung naq bsiyaq riyung mskuxun dheya kii di; ye ga ini srwai rudan daha ho? Ye kii ini psterung nana.","他倆已相愛很久了；是不是他們的長輩們不肯呢？所以還沒結婚。","They been in love for a long time; wouldn't their parents like to see that? They haven't get married.",
"1052","kuxun","0","1","喜愛","to be fond of","Kuxul riyung mekan pada ka rabu waso qhuni ma sudu.","山羌很喜歡吃嫩的樹葉及嫩草。","Muntjacs love to eat tender leaves and grass.","動詞"
"1053","tngglayan","0","1","打架；鬥毆","to fight; to brawl","Ani ba knkanna tngglayan daha dheya kiya, asi lux mngaangal lukah.","他們兩個打架打的很厲害，雙方都受了傷。 ","They had a terrible fight, and both of them were hurt.","其它"
"1054","tyaqung","0","1","烏鴉","crow","Uxe tanah ka uban hei na tyaqung.","鳥鴉身上的羽毛不是紅色的。","The feathers of crows are not red.","名詞"
"1055","tmbenu","0","1","以土石、砂礫填補窪地","to fill up a low-lying ground with rocks","Egu beling ka eluw osa alang daha,  kika ga daha saun tmbenu.","他們回部落的道路很多坑洞，所以他們去把它填平。","There are many holes on their way to the tribe, so they went to fill them up.","動詞"
"1056","stkuhun","0","1","一點一點","to do piece by piece","Asi naq stkuhun peekan ido laqi, kii si ini cqiri.","小孩子要一點一點的餵才不會噎到。","Children won't get choked if they are fed bit by bit.",
"1057","trasi","0","1","斗笠；雨傘","a wide-brimmed rain hat","Ga su madis trasi?","你有帶雨傘嗎?","Do you bring any umbrella with you?","名詞"
"1058","kuudus","0","1","使活著","to make someone alive","Kuudus han! Iya lngelung ani maanu.","先活著！什麼都不要去想。","Stay alive! Do not think of anything else.","動詞"
"1059","msuupu","0","1","常常在一起","to be together often","Msuupu su ima meyah hini.","你和誰一起來到這裡的？","Who did you come here with?","動詞"
"1060","pngkela","0","1","介紹認識","to introduce","Uma ga pngkela dheya ga.","是 Uma 讓他倆認識的。","It was Uma that introduced them to each other.",
"1061","kyokay","0","1","教會","a church","Mosa ku kyokay klaali niciyobi.","我每個星期天都去教堂。","I go to church every Sunday.","名詞"
"1062","rebu","0","1","浸泡","to soak","Ma tn-go rebu huling ka rhengun ga!","院子怎麼都是狗的尿尿！","There's dog urine all over the yard!","動詞"
"1063","qnnaqah","0","1","有多壞","to be so bad","Qnnaqah na seediq nii, uka tikuh lnglungan na dmayo rudan na.","這個人壞到連幫忙父母的一點點心意都沒有。","The guy is so bad that he doesn't even want to help his parents.","其它"
"1064","limuk","1","0","銅鍋","copper pot","Egu klengan limuk qntaan mu sapah daha.","我在別人家裡看到不同規格的銅鍋。","I saw copper pots of different sizes at other's home.","名詞"
"1066","mnseung","0","1","故意","deliberately","Uxe ka mnseung mangal qyqeya seediq di; irih so gmeeguy ka so kiya.","不可以故意拿走別人的東西；那是小偷的行徑。","Don't take away people's stuff deliberately; that's what a thief does.",
"1067","pnlkusan","0","1","已穿過","to have worn","Pnlkusan mu kana lukus gaga nganguc ga.","外面那些衣服都是我穿過的了。","I've worn all the clothes out there.",
"1068","muhir","0","1","勉強","to force","Muhir miyan mapa srqemu nii; chedil riyung!","我們很勉強的揹這些玉米；非常重！","We can barely carry these corns. They are heavy!",
"1069","klgelu","0","1","晃動","to move; to sway","Iya klgelu hini ha, uxe sumu slaun kiya hari denu.","(你)在這裡不要走動，不然等一下我會找不到你。",,"名詞"
"1070","kulu","1","0","箱子；盒子",,"Hwaun kulu kii Takun? Mtabu su qolic weewe?","Takun，你那箱子要做什麼？你要飼養兔子嗎？",,"名詞"
"1071","paha","1","1","使去",,"Paha ku gako hetay si Dakis su Pawan.","Pawan，你的Dakis說讓他去(讀)軍校。",,"動詞"
"1072","posa","1","1","使去","to make someone go","Posa Hori kusun laqi ga Robo, maha nami maruy lukus si.","Robo，明天讓孩子們去埔里，他們說要去買衣服。",,
"1073","psai","1","0","使去 (祈使)","to make someone go (imperative)","Psai gako laqi su Dakis, hwaun su pgduru alang hini.","Dakis，叫你的小孩去學校，你幹嘛讓他在部落閒著。","Dakis, ask your child to go to school. There is no reason for you to let him stay in the tribe doing nothing.",
"1074","pexi","0","1","按；壓","to press","Pexi nhari. Hawan bale wada tuting duma di.","趕快按住。有一些掉出來了，好可惜。",,"名詞"
"1075","epux","0","1","按(壓)","to press","Epux tikuh tokan rawa ga bukeo mu.","按住那個背籃，我要綁住它。",,"動詞"
"1076","ppexi","0","1","按住；按摩 (祈使)","to massage (imperative)","Ppexi kesun sumu han. Hawan naq.","跟你說了要按住！好可惜喔。",,"動詞"
"1078","qqaras","0","1","高興","happy","Qqaras hari!","高興點啊！","Be happier!",
"1079","kgeli","1","0","太陽穴","temples","Gisu mnarux kgeli ssiyo tunux mu. ","我頭的兩側的太陽穴正在痛。","My temples are aching.","名詞"
"1080","hiqun","1","0","彎曲",,"Kndalax strengan Tangan hiya de, egu riyung eluw hiqun ka eluw oosa Paran.","從眉溪的合流點(今人止關附近)開始，往霧社的道路就很多彎道。",,"名詞"
"1081","hnwaan","0","2","把...怎樣","to do something to another","Hnwaan daha mesa smalu qburic nii？","他們用什麼做這個火藥？","From what did they make the ammo?",
"1082","melux","1","0","不是...怎會...；無由地...",,"Melux namu naq paru, uxe maku dnngaan peni?","不是我養育你們的嗎？不然你們怎麼會長大(成人)呢？",,"動詞"
"1083","qbulic","1","2","火藥","gunpowder","Ini so qbulic halung saya ka qbulic halung snalu ta naq ita Seddiq, ini kbeyax ka nita.","我們賽德克人所製作的火藥不像現代的火藥，我們的比較弱。",,"名詞"
"1086","ngacun","1","0","瘜肉；小肉瘤",,"Malux hmeru ngacun baga ta ha?","我們的手怎麼會長出瘜肉？",,"名詞"
"1085","qbulic","2","1","灰；灰燼","ash","So hari mesa kcugun quyu ka qbulic pnthuwan nii, ye so kiya?","據說，蛇類會怕火堆的灰燼，是這樣嗎？",,"名詞"
"1087","mhenuk","0","1","易斷的 ; 柔軟的","soft; fragile","Nii hlama mhenuk, maha malu pqdalun laqi.","這是軟糖，較適合給孩子吃。","This is a soft candy. It is safer for kids to eat.",
"1088","naaguh","0","1","快點兒","hurry","Naaguh hari meyah su sapah de su mhedu mahu si bubu su.","妳媽媽說，妳洗完衣服就快點回家。","Your mom asks you to hurry home once you've done the laundry.",
"1089","temaq","1","0","碎；爛",,"Scuqi mhada ka hei bluqun nii di, kika tuting de temaq di.","這柿子的果實過熟了，所以掉下來就碎爛掉了。",,"名詞"
"1090","bheniq","0","1","吊桿；彈桿","pole","Malu slmeun bheniq ka sero duri.","九芎木也很適合用來做陷阱用的木桿。","Lagerstroemia subcostata is a good material for poles used to set up a trap.","名詞"
"1091","qburung","2","0",,,,,,"動詞"
"1092","kacuy","1","0",,,,,,"動詞"
"1094","skenux","0","1","聞","to smell","Temi, skenux sknexun su phepah kiya?","Temi，那朵(些)花妳聞起來(會)香嗎？",,"動詞"
"1095","hei","2","0","肉",,"Ngali naq hei rodux peni, pqdali laqi.","自己拿雞肉嘛，給小孩子吃。",,"名詞"
"1096","bnaquy","0","1","沙土；沙子","sand","Wada hqulun toraku kanna bnaquy yayung di.","河邊的沙子都被卡車給運走了。","The sand on the riverside is all carried away by truck.","名詞"
"1097","tsrusuq","0","1","(難過)掉淚","drop tears","Wada huqil huling na, kii tsrusuq laqi ga.","那孩子的狗死了，所以他流著眼淚。","The child's dog died, so he had tears running down the face.",
"1098","anu","1","0","因為","because","Ririh mu so tama ka Awi Dakis, anu ka swai rseno na tama mu ka heya.","Awi Dakis等同於我爸爸，因為他是我爸爸的弟弟。","Awi Dakis is equivalent to my dad because he's my father's brother.","其它"
"1189","nanaq","0","2","僅僅; 只","(the) only (available)","Rteruc baga; bux ima si meekan, ita naq.","用手揉搓即可；又不是要給別人吃，是我們自己要吃的。","Just rub it with your hands; it's not for others to eat, but for us.","名詞"
"1268","srahuq","0","1","錯過",,"Ga humuwa baga mu ini beyo srahug mangan ku qyuqeya.  【意義2】遲到 :   Wada ku srahug jikan di, ki ini ku daha trai.   我遲到了，所以他們沒有等我。","我的手怎麼了拿著東西很快就會滑掉。",,
"1102","kndudul","0","1","漸漸地","gradually","Ga kndudun paru kana pnhmaan mu di.","我種的東西越來越大了。","What I grow becomes increasingly big.",
"1103","tgleing","0","1","躲藏","to hide","Tleing truma hari ga kmuro hini di.","再往裡面躲一下正往這裡看了。","Have yourself hidden inward. They are looking this way.",
"1104","malux","0","1","怎麼","how (could)","Ptahu ta puniq di ho. Ma nii msekuy kana hei mu di.","我們來烤火吧！我的身體怎麼那麼冷！","Let's nurse a fire! My body is so cold!","動詞"
"1105","knngihun","0","1","辣；鹹；苦","to be spicy; to be salty; to be bitter","Ma ini knngihun ani tikuh.","怎麼一點都不辣。",,
"1106","qlengun","0","1","一定；非要；達到；盡；極","necessary; must","Qlengun su bale mekan maanu kana kiya Dakis, pqdali dheya duma da.","Dakis，那全部的（東西）你怎麼吃得了，有的給他們吃了吧。",,
"1107","qlengi","0","1","一定要","must","Qlengi ba mosa mita tikuh ka toruq qsiya ta Takun ha, so klaun ga spuwan sudu peni. ","Takun，你一定（無論如何）要去看（巡勘）我們的水管（toruq qsiya），或許被雜物（sudu）塞住（spuwan）了。",,
"1108","qulung","0","1","持續不懈; 一定；終究；完成","to persist","Qnheqil naq muuyas ciida ka Umin, kika qulung ba wada mangal sikeng pgkoco. ","那時候，Umin自己艱辛地讀書（準備功課），終究考上了校長的職位。",,"動詞"
"1187","knksaan","0","1","走過的(路)","the path that someone passed through","Pkksai laqi su Dakis,  teta piya qango knksaan na?","Dakis，讓你的小孩走路，看他能走幾步？",,"名詞"
"1110","eniq","0","1","所在之處","to be at some place","Eniq hini yamu han, sae mu mita ka Mona,teta gaga hii？","你們先在這裡，我去看看Mona在不在？",,"動詞"
"1111","Sloyan Lukus","0","1","埔里四庄番",,"Ga mssipo Puqan Rodux daka Sloyan Lukus, alang ssaan daha rmiyux qyqeya ka Sloyan Lukus. ","蜈蚣里與守城份是相對望(互為對岸)的，守城份是他們以物換物的交易場所。",,"名詞"
"1112","smnhii","0","1","相信",,"Yaku ge, smnhii ku ka mesa niqan Utux Baro.","我相信有上帝這件事。",,
"1113","snhiyan","0","1","信任；信仰","trust","Paru riyung snhiyan na Utux Baro ka tama bubu mu. ","我父母非常相信/信奉上帝。",,
"1114","mkkesa","0","2","走路","to walk","Ima ka ga mkkesa gaga? Kedu bale knpruwan ka hnyegan na.","那個正在走路的是誰？怎麼那麼高。",,"名詞"
"1115","rngagun","0","2","告訴某人；向誰說；轉達","to tell","Rngagun ku na ka bubu mu, knbeyax meepah mesa. ","我媽媽告訴我，她說要努力工作。",,"名詞"
"1116","mneeru","0","1","告訴","to tell","Hwaun su mneeru heya, haun na mneeru seediq di.","你幹嘛要告訴他，他會去跟別人說的。",,
"1117","mneeru","0","2","告訴","to tell","Sai mneeru tikuh tama su, adis slmaduc kusun kesa. ","(回) 去告訴你爸爸，明天帶著獵刀。",,
"1118","mngihun","0","1","辣；苦(味道)","spicy; bitter","Gisu mngihun riyung ka lnglungan mu.","我的心非常的辣/苦。",,
"1119","mseyang","0","1","生氣","to be angry","Mseyang ba paru ka tama.  ","我爸爸生很大的氣。",,
"1120","lhebun","0","1","胃；心地；心腸","heart","Nagah lhebun（na）seediq kii, snhuur riyung nseediq. ","那個人（不在現場）是個壞心腸的人，很會嫉妒別人。",,"名詞"
"1121","lnglungan","0","1","心思","mind; consideration","Malu lnglungan（na）seediq kii, ini mmhemuc mseyang seediq. ","那個人（不在現場）是個好心腸的人，不會隨便罵人（與人惡言相向）。",,
"1122","qcahul","0","1","心裡；心靈","mind","Sbleqi kanna ka qbubun nami ma qcahun nami.","祈禱中說：（上主啊！）求?讓我們的肉身與心靈都安康。",,"名詞"
"1123","kani1","0","1","本來...",,"Kani su ini osa lmiqu.","你不應該去狩獵。",,"動詞"
"1124","ani naq","0","2","不論",,"Ani naq lmanguy ka heya.","他可以游泳(因為今天天氣好)。",,
"1125","qnbsiyaq","0","1",,,"Kedu qnbsiyaq traun kiya, wada inu di?","等了(他)那麼久了，到底去哪裡了?","I have waited (for him) for so much time. Where is he now?",
"1126","kragan","0","1","整理；清理","to clean","Ga kragan na Dakis ka ooda qsiya ssiyo sapah.","Dakis在清理房子四周的排水道。","Dakis is cleaning the gutters around the house.",
"1127","kseengi","0","1","訓誡","to give a admonition","Asi kseengi wa, kii si mbahang kari denu.","直接罵下去這樣他才會聽話。","Just scold him so he will behave himself.",
"1129","dnngeyan","0","1","曬乾處；曬乾物","being dried","Dengu duma lexi nii denu Takun, hmeri malu puqun ka lexi dnngeyan. ","Takun，把有的(一些)筍子曬乾好了，曬乾的筍子反而好吃。",,"名詞"
"1130","mdengu","0","1","乾","dry","Mdengu lukus pnheyan su di Robo?","Robo，妳洗的衣服乾了嗎？",,
"1131","kleho","0","1","活潑；樂觀",,"Kndalax naq ciga ini kleho ka laqi nii, ye uxe ga mnarux ho?","這小孩從昨天就不舒服(不活潑)的樣子，是不是生病了呢？",,"動詞"
"1132","dengul","0","1","黏稠",,"Kedu dengul na geluq nii. ","這油脂(黏稠物)怎麼那麼稠。",,"動詞"
"1133","rulu puniq","0","1","火車","train","Teyan bale knbbaro rulu puniq.","火車好長啊！","The train is long!","名詞"
"1134","huwa kesun","0","1","如何(做)","how","Huwa kesun pure ka tarux ini krkerak puqul.","如何煮出吃了不會(喉嚨)癢的芋頭莖？",,
"1135","sklui","0","1","嚇一跳","to be terrified","Iya sklui mita namu wa, uka naq brahan ka so kiya.","你們看了不要嚇到，(造成)那(樣)是沒辦法的。",,"動詞"
