X		一 年 來 「 本 黨 深 自 反省 」 ，
X		M 503 航路 通行無阻 ，
X		M 503 航路 終於 到手 ，
X		… 一直 到 希望 的 光線 ，
X		」 報紙 刊出 來自 花蓮 的 女性 「 跪 求 暴徒 」 照片 ，
NCL	「 現代 吳鳳 」	」 好個 「 現代 吳鳳 」 與 「 勇敢 婦人 」 ，
NCL	勇敢 婦人	」 好個 「 現代 吳鳳 」 與 「 勇敢 婦人 」 ，
X		」 也 有 不少 人 警示 ，
ATA	《 紐約時報 》	」 《 紐約時報 》 指出 ，
X		「 讓 立法院 的 高 牆 倒下 」 。
X	當然	「 鐵蹄 」 當然 更 壓 不 扁 玫瑰 ！
NCL	「 鐵蹄 」	「 鐵蹄 」 當然 更 擋不住 大江東 流 ！
X		「 鐵蹄 」 當然 更 擋不住 大江東 流 ！
X		「 象徵 著 在 日本 軍閥 鐵蹄 下 的 台灣 人民 的 心 」 。
NCL	「 馬卡茸 總統 」	「 馬卡茸 總統 」 領導 的 「 太陽餅 馬戲團 」 ，
NCL	「 太陽餅 馬戲團 」	「 馬卡茸 總統 」 領導 的 「 太陽餅 馬戲團 」 ，
X		「 逆轉 一 地 命運 ，
ATA	「 紐約時報 」	「 紐約時報 」 本 週二 社論 指 「 在 香港 事態 之後 ，
LL	「 氣 爆扯 服貿 」	「 氣 爆扯 服貿 」 ，
PS	竟然	「 軍審法 」 在 洪仲丘案 後 的 修正 ，
X		「 為了 守護 咱 的 夢 ，
X		「 後果 要 全民 承擔 」 ，
LL	不 倫	「 南韓 威脅 論 」 顯然 比擬 不 倫 。
LL	食言而肥	「 雨傘 革命 」 肇因 於 中國 食言而肥 ，
X		「 雨傘 革命 」 凸顯 港人 不甘 當 另 一 個 中國 城市 ，
X		「 兩岸 服務 貿易 協議 」 昨天 在 國民黨 立委 張慶忠 擔任 主席 下 ，
X	「 兩 人 三 腳 」	「 兩 人 三 腳 」 繼續 行使 權力 。
X		「 如果 這些 暴徒 還要 鬧事 ，
X		「 台北 的 血腥場 面 令 人 回想到 一 個 截然不同 、 更 黑暗 的 年代 ：
NCL	「 半 分 忠 」	「 半 分 忠 」 引爆 民怨 火山 噴發 ，
X		「 以 黨 領 政 」 ，
LL	 毀滅 	「 以 民主 之 名 毀滅 民主 價值 」 ，
X	「 今日 香港	「 今日 香港 ，
ATA	《 彭博 商業 周刊 》	《 彭博 商業 周刊 》 的 評論 稱 ，
ATA	《 時代 》	《 時代 》 駐 北京 特派員 指出 ，
